107,56.66,838.070007
106.279999,57.099998,851.75
106.949997,57.169998,859.049988
108.150002,57.450001,874.950012
107.699997,58.110001,877
107.220001,58.279999,888
107.879997,58.369999,891.5
109.650002,57.959999,910.820007
109.120003,58.130001,913.799988
109.379997,57.799999,899.650024
109.120003,58,899.630005
109.529999,57.740002,907.039978
109.360001,57.880001,903.090027
108.639999,57.610001,891.450012
106.169998,57.68,887.5
105.809998,57.59,900.98999
105.889999,58.599998,907.840027
104.400002,59.709999,899.700012
104.800003,60.200001,902.669983
105.790001,61,908.679993
106.300003,60.650002,907.039978
106.400002,61.23,910.299988
105.959999,61.630001,914.390015
107.050003,59.41,948.830017
106.260002,60,927.799988
106.110001,60.150002,946.650024
105.360001,60.52,946
106.239998,60.650002,944.75
104.919998,60.950001,940.52002
105.93,61.07,940.950012
106.510002,60.580002,952.799988
105.82,60.880001,953.5
107.080002,60.450001,945.109985
106.059998,60.279999,954.5
107.150002,60.419998,958.72998
107.57,60.68,961
106.169998,59.970001,954.700012
104.550003,59.73,944.799988
105.519997,59.939999,962.840027
107.089996,61.029999,964
106.07,61.400002,975.02002
106.099998,61.400002,976
106.099998,62.009998,984.849976
105.050003,63.009998,995
104.349998,63.07,996.51001
103.550003,63.27,1000
103.690002,63.509998,998.590027
103.82,63.880001,998.98999
102.800003,64.849998,1007.22998
103.110001,64.220001,1012
103.970001,64.129997,1005.950012
103.769997,63.439999,1012.059998
104.010002,62.369999,1012.5
106.400002,61.799999,967
108.339996,61.119999,977.98999
107.910004,60.669998,988.590027
106.5,59.919998,958.700012
106.940002,59.889999,996
108.309998,60.349998,1017
106.25,60.98,998
105.889999,60,998.700012
104.480003,60.09,1002.22998
104.25,59.759998,1002.539978
105.029999,60.02,1008.5
104.730003,59.540001,990.690002
104.43,59.060001,978.549988
104.379997,59.169998,979
104.529999,58.68,980.119995
104.239998,58.900002,972.789978
105.989998,58.43,961.530029
104.669998,57.799999,964.659973
103.589996,57.790001,969.549988
103.440002,58.18,985
103.150002,57.91,993
104,58.209999,1000.650024
103.800003,58.799999,1004.619995
104.379997,58.400002,1002.400024
104.32,58.73,1004.690002
104.599998,58.119999,1006
103.559998,58.150002,1025
105,58.41,1031.589966
