104.18,57.919998,1021.280029
103.18,58,1028.339966
104.449997,58.220001,1038.050049
104.629997,58.799999,1043.199951
104.879997,58.25,1069.550049
106.709999,55.23,1012.140015
108.389999,54.48,1019.049988
109.540001,54.57,996.109985
110.389999,54.75,1001.77002
110.230003,55.639999,999.469971
109.43,55.970001,989.679993
109.809998,55.599998,990.650024
110,55.549999,994.349976
110.739998,54.43,982.599976
111.230003,53.52,976.299988
110.199997,53.049999,960
109.260002,53.599998,978.409973
108.75,53.41,988.900024
107.629997,53.259998,981.650024
106.610001,53.32,977.840027
105.839996,52.919998,961.400024
106.480003,53.139999,957.570007
105.989998,53.490002,955.52002
106.209999,53.959999,959.380005
106.5,54.259998,957.419983
107.82,54.619999,956
108.540001,54.540001,946.539978
107.43,54.040001,940
107.580002,54.040001,958.440002
108,54.68,974.700012
107.68,54.900002,984.200012
109.360001,54.950001,975.400024
110,55.119999,968.320007
112.18,54.419998,974
111.589996,53.389999,979.099976
111.830002,53.790001,974.460022
112.82,53.98,983.27002
112.489998,53.549999,983.969971
114.260002,54.380001,996.799988
114.830002,54.439999,993.01001
114.419998,54.799999,990.400024
115.25,54.84,977.25
116.5,54.580002,971.789978
116.220001,55.049999,971.309998
116.410004,55.049999,961.01001
117.230003,54.98,949.309998
117.790001,55.060001,945.48999
117.459999,55.25,948
117.169998,54.810001,951.859985
117.169998,54.310001,960.109985
116.419998,53.860001,964
117.080002,54,958
117.82,54.119999,954.210022
117.449997,54.060001,970
117.949997,54.509998,975.640015
117.339996,55.369999,993.23999
118.400002,55.099998,996.669983
119.209999,55.459999,991.27002
118.489998,55.669998,996.809998
119.790001,56,1007
119.839996,55.669998,1008.440002
120.230003,54.860001,1005.590027
119.400002,54.459999,1009.27002
118.059998,55.080002,990
118.610001,55.310001,993.530029
118.720001,54.77,986.72998
119.480003,54.369999,969
119,54.240002,978
118.779999,54.5,980.330017
116.129997,54.830002,1058.140015
113.169998,54.790001,1095.01001
114.449997,55.16,1109
116.300003,55.099998,1105.400024
116.209999,55.150002,1097.810059
115.480003,54.16,1091.150024
115.370003,55.990002,1109.150024
117.379997,56.330002,1124.73999
116.779999,57.029999,1122.819946
115.900002,57.200001,1125.959961
116.709999,57.360001,1126.099976
117.220001,56.810001,1123
116.82,56.470001,1130.109985
116.209999,56.82,1127.01001
115.25,56.919998,1130.160034
114.669998,57.240002,1138.280029
114.769997,56.669998,1129.77002
115.139999,56.959999,1132.859985
115.489998,57.07,1141
116.550003,57.189999,1160.699951
115.849998,56.830002,1202.660034
115.919998,56.029999,1204.880005
116.199997,56.709999,1194.800049
117.260002,57.639999,1167.099976
119.809998,57.5,1172.050049
119.809998,57.540001,1173.849976
120.540001,59.25,1128.26001
119.989998,59.380001,1137.98999
119.5,59.119999,1156.589966
119.959999,58.52,1170.400024
120.290001,58.389999,1164.599976
119.809998,58.990002,1166.51001
119.43,59.439999,1170
119.809998,59.73,1163.709961
120.440002,59.25,1179.030029
119.919998,58.439999,1187.369995
120.32,58.130001,1189.150024
120.279999,58.220001,1190.5
121.389999,57.939999,1175.900024
124.849998,57.57,1172.079956
125.230003,57.27,1168.359985
125.959999,57.189999,1179.910034
125.690002,57.470001,1189
125.360001,57.740002,1182.349976
125.709999,57.950001,1172
127.459999,57.93,1188.300049
127.949997,58.990002,1205
127.970001,59.25,1217.51001
127.860001,59.48,1236
128.429993,59.200001,1256.900024
128.309998,60,1245.150024
128.919998,59.52,1259.73999
132.190002,60.400002,1273.390015
133.669998,60.330002,1323
132.190002,61,1312.23999
132.350006,61.43,1293.949951
131.830002,61.209999,1312
131.300003,61.040001,1297.170044
132.380005,61.32,1338.089966
131.380005,61.509998,1374.819946
131.759995,61.029999,1368
130.710007,57.939999,1392.01001
130.059998,57.549999,1409.180054
127.610001,56.959999,1403.170044
125.419998,57.23,1451.300049
125.599998,56.279999,1445
123.949997,55.900002,1477.390015
116.989998,55.529999,1402.619995
111.199997,53.689999,1361.459961
117.400002,55.080002,1449
115.169998,54.5,1429.680054
113.339996,54.200001,1373.48999
114.800003,54.860001,1364.670044
113.339996,55.25,1385.930054
112.5,55.470001,1406.25
112.860001,56.360001,1466.890015
112.349998,56.650002,1457.369995
112.279999,56.290001,1446.48999
111.139999,55.93,1485
109.550003,55.950001,1495.359985
110.459999,55.650002,1495.339966
113.18,56.419998,1509.199951
114.870003,57.290001,1524.5
115.019997,56.84,1519.51001
111.529999,57,1513.599976
111.5,55.720001,1469.099976
111.400002,56.830002,1494.23999
113.849998,57.25,1533.199951
112.949997,56.619999,1526.52002
114.599998,57.290001,1550
114.309998,57.669998,1563.5
117.5,58.669998,1592.599976
117.230003,59.700001,1615.959961
116.980003,59.279999,1597
115.360001,58.93,1595
115.400002,59.380001,1583.449951
115.07,58.700001,1554.530029
114.550003,58.450001,1550.339966
114.980003,58.75,1586.449951
115.550003,58.029999,1565.469971
114.370003,57.779999,1539.01001
