PG,KO,NOC,HRL,CVX,CCI,KMI,COP,VZ,GOOG,AMZN,BA,JNJ,ABBV,QCOM,PFE,WMT,BRK
0.0352,0.036,0.0127,0.0219,0.039,0.0391,0.0331,0.019,0.0497,0,0,0.0207,0.0262,0.0424,0.0416,0.0381,0.024,0
