PG,KO,NOC,HRL,CVX,CCI,KMI,COP,VZ,GOOG,AMZN,BA,JNJ,ABBV,QCOM,PFE,WMT,BRK
80.260002,40.700001,121.75,24.01,124.839996,74.809998,33.720001,74.419998,47.400002,527.171326,329.670013,130.410004,100.239998,50.130001,77.5,30.9,78.169998,127.800003
81.199997,40.459999,119.150002,23.764999,124.230003,73.510002,33.689999,74.440002,46.080002,519.652649,316.25,129.839996,99.970001,50.209999,77.589996,30.73,78.309998,126.760002
81.540001,40.82,119.489998,23.879999,124.260002,73.129997,32.720001,74.559998,46.220001,514.351807,304,128.199997,100.559998,49.549999,78,31.59,78.860001,128.009995
82.75,40.970001,119.529999,23.99,125.919998,72.019997,32.630001,74.989998,46.669998,514.073364,296.440002,127.199997,101.629997,50.939999,78.639999,32.060001,79.839996,127.870003
82.389999,40.689999,120.129997,23.690001,125.760002,71.830002,32.93,75.029999,46.700001,524.714844,298.100006,128.050003,100.839996,51.380001,78.559998,31.76,79.589996,128.630005
82.389999,40.790001,121.220001,23.834999,125.660004,72.860001,32.709999,75.010002,46.630001,524.227539,304.130005,128.740005,100.769997,51.889999,78.529999,31.08,79.730003,128.809998
82.220001,40.790001,120.389999,23.875,123.900002,73.400002,32.59,74.879997,46.959999,530.841125,310.420013,128.699997,100.169998,51.41,79.300003,31.02,79.599998,129.449997
81.639999,40.650002,120.379997,23.84,124.82,74.25,32.549999,76.400002,47.139999,521.950012,306.369995,129,99.290001,50.990002,78.760002,30.26,78.860001,127.190002
81.760002,40.52,120.449997,23.77,125,76.220001,32.869999,77.199997,47.360001,522.357788,309.529999,131.75,100.019997,51.200001,79.230003,30,78.330002,126.129997
81.449997,40.700001,120.080002,23.725,125.949997,77.019997,32.709999,77.620003,47.52,512.969421,295.559998,130.770004,99.849998,52.380001,79.720001,29.139999,77.849998,125.400002
82.059998,40.849998,121,24.049999,125.699997,77.580002,32.779999,77.919998,48.07,505.679504,290.820007,130.169998,100.669998,52.689999,79.339996,29.120001,78,127.230003
82.199997,40.779999,121,24.110001,125.389999,77.209999,32.5,77.099998,48.360001,507.95697,290.570007,130.259995,100.860001,52.07,79.940002,29.1,78.519997,126.25
82.610001,40.880001,121.410004,24.455,125.57,77.419998,32.360001,78.110001,48.59,520.647217,294.299988,131.820007,101.239998,52.360001,79.720001,29.34,78.949997,127.870003
81.940002,40.830002,122.589996,24.434999,125.57,77.32,32.41,78.449997,48.32,527.986816,302.600006,133.009995,100.900002,52.450001,79.919998,29.110001,79.169998,127.690002
81.739998,41.02,123.160004,24.565001,126.139999,77.330002,32.549999,78.739998,48,530.085327,302.5,133.800003,100.949997,52.23,79.830002,29.139999,79.050003,127.800003
81.25,40.619999,121.68,24.24,125.169998,76.940002,33.75,78.459999,47.849998,522.825195,298.019989,132.699997,100.639999,52.959999,80.339996,29.07,76.279999,127.300003
80.629997,40.52,119.209999,24.309999,123.959999,76.769997,33.5,78.110001,48.709999,518.538818,292.799988,131.309998,100.57,52.650002,79.699997,29,77,126.410004
80.010002,40.599998,119.239998,24.440001,122.949997,76.739998,33.389999,78.010002,49.130001,516.858032,295.76001,130.419998,100.220001,52.84,79.220001,29.58,77.110001,126.769997
80.019997,40.799999,119.050003,24.445,122.949997,76.269997,33.32,78.5,49.360001,526.84314,297.100006,130.940002,100.809998,53.860001,79.949997,29.540001,76.360001,126.919998
80.339996,40.549999,117.889999,24.045,123,76.120003,33.299999,78.239998,48.900002,529.98584,302.209991,130.429993,100.599998,53.5,79.169998,29.25,75.940002,126.5
80.370003,40.77,118.269997,23.424999,124.099998,76.629997,33.48,78.400002,49.299999,538.170837,305.049988,131.660004,100.580002,53.290001,79.480003,29.559999,75.790001,126.949997
80.510002,40.630001,118.82,23.145,124.099998,76.43,33.98,78.529999,49.470001,544.267334,305.459991,132,101.040001,53.939999,79.980003,29.57,75.559998,127.220001
80.550003,40.560001,119.949997,23.33,123.760002,76.169998,33.75,78.459999,49.970001,552.959534,314.410004,133.089996,101.099998,54.200001,79.93,29.93,75.709999,127.410004
80.029999,40.700001,120.43,23.889999,122.900002,76.089996,33.720001,79.809998,49.490002,561.482666,309.5,134.169998,100.669998,53.959999,80.199997,29.700001,75.379997,127.43
80.099998,40.68,119.650002,24.025,122.889999,76.68,33.66,79.489998,49.799999,560.269348,310.420013,134.710007,100.559998,54.099998,80.580002,29.73,75.669998,127.419998
80.25,40.540001,119.849998,24.355,122.239998,76.510002,33.5,79.419998,49.549999,557.733276,314.429993,134.669998,100.699997,53.98,80.330002,29.559999,76.059998,127.669998
80.660004,40.75,121.32,24.545,122.93,76.839996,33.450001,80.209999,50.02,557.63385,312.589996,135.5,101.540001,54.43,80.660004,29.59,76.580002,128.279999
80.040001,40.720001,121.150002,24.620001,122.389999,76.309998,33.68,79.470001,49.75,547.976929,305.75,135.800003,101.910004,54.060001,80.18,29.77,76.739998,127.290001
80,40.91,121.5,24.709999,122.32,75.650002,33.93,79.720001,49.32,538.538818,306.850006,135.539993,102.230003,53.919998,80.32,29.610001,76.599998,127
80.110001,40.73,122.199997,24.725,122.529999,75.650002,34.209999,79.809998,49.209999,543.412048,308.100006,135.649994,102.779999,54.549999,79.830002,29.690001,77.050003,127.559998
80.089996,40.939999,123.900002,24.66,123.699997,76.029999,34.869999,80.360001,49.450001,555.00824,325,137.389999,103.25,55.32,80.199997,29.809999,77.459999,128.199997
79.910004,40.849998,123.75,24.620001,124.010002,75.650002,35.099998,80.57,49.23,554.103271,331.570007,138.25,103.07,54.419998,80.279999,29.379999,77.07,128.330002
80.029999,40.84,124.010002,24.715,124.980003,75.410004,34.970001,80.830002,49.450001,557.444885,327.649994,137.589996,103.470001,53.139999,79.959999,29.34,76.809998,127.599998
80.050003,40.98,122.970001,24.495001,125.129997,75.110001,34.959999,81.5,49.349998,554.948608,336,135.25,103.809998,53.849998,79,29.459999,76.550003,127.860001
79.82,40.41,121.739998,24.290001,125.730003,74.599998,34.900002,82.150002,49.27,554.252441,335.549988,133.860001,103.18,54.220001,79.129997,29.379999,76.050003,128.460007
79.730003,40.389999,119.959999,24.145,125.940002,74.089996,34.959999,82.800003,48.93,549.23999,327.049988,132.529999,102.510002,53.669998,79.459999,29.459999,75.669998,127.269997
79.519997,40.189999,120.360001,24.105,127.150002,73.589996,35.220001,83.190002,49.23,546.256409,324.859985,132.199997,102.519997,54.18,78.830002,29.5,75.110001,125.949997
79.610001,41.18,121.389999,24.200001,127.900002,73.230003,35.380001,83.18,49.189999,541.22406,327.540009,132.100006,102.129997,54.490002,78.43,29.58,75.290001,126.050003
79.440002,40.790001,121.010002,24.165001,128.960007,72.43,35,83.57,49.009998,541.880432,328,132.610001,101.910004,54.27,79.68,29.530001,75.040001,125.940002
79.849998,41.540001,121.550003,24.530001,130.289993,73.889999,35.099998,84.269997,49.419998,551.209167,335.26001,132.479996,102.93,54.139999,79.300003,29.700001,75.879997,127.559998
80.440002,41.869999,123.120003,24.809999,131.949997,74.059998,35.66,85.110001,49.75,553.804871,327.76001,133.479996,104.370003,55.619999,79.980003,29.74,76.160004,127.43
80.059998,41.459999,123.589996,24.875,132.520004,73.980003,36.040001,85.589996,49.360001,552.114197,323.329987,132.320007,104.910004,53.759998,79.629997,29.809999,75.559998,126.800003
79.419998,41.52,121.959999,24.465,132.740005,73.779999,36.07,86.019997,49.740002,562.099304,327.540009,130.5,104.629997,53.740002,79.309998,29.43,76.029999,126.349998
79.040001,41.599998,120.519997,24.315001,131.339996,74.120003,35.93,84.650002,49.139999,562.168884,324.329987,129.039993,104.230003,53.52,78.5,29.15,75.760002,126.879997
79.239998,41.91,120.809998,24.334999,131.210007,74.489998,35.93,85.589996,49.41,577.822815,328.48999,127.410004,105.839996,55.07,78.400002,29.719999,75.519997,127.199997
78.599998,41.990002,120.18,24.264999,130.729996,74.120003,35.970001,85.75,49.169998,574.023682,325.880005,128.070007,105.470001,56.580002,78.57,29.67,74.800003,126.830002
79.010002,41.98,121.110001,24.540001,130.149994,74.059998,36.119999,85.809998,49.27,575.495605,324.980011,127.910004,105.620003,56.509998,79.150002,29.76,75.400002,127.110001
78.870003,42.389999,119.330002,24.719999,130.940002,74.529999,36.299999,86.25,48.880001,575.157471,325.859985,127.660004,105.150002,56.419998,79.349998,29.610001,75.269997,126.720001
79.559998,42.310001,120.010002,24.375,130.529999,74.360001,36.099998,85.809998,49.52,580.159973,333.200012,128.149994,105.699997,57.459999,79.809998,30.059999,75.260002,127.080002
79.93,42.259998,120.230003,24.225,131.440002,75.550003,35.900002,85.730003,49.900002,580.159973,334.829987,127.989998,105.870003,57.900002,80.5,30.610001,75.610001,127.910004
79.75,41.959999,121,24.209999,130.440002,74.050003,35.57,85.839996,49.610001,580.567749,337.5,128.100006,105.419998,57.91,80.669998,30.49,75.690002,129.149994
80.029999,41.970001,119.870003,24.545,129.699997,74,35.560001,85.980003,49.009998,574.501099,333.100006,128.889999,106.209999,56.68,80.629997,30.48,76.089996,128.240005
80.660004,41.93,119.790001,24.575001,130.270004,73.980003,35.599998,86.07,48.990002,568.454346,324.709991,128.309998,106,55.560001,81.110001,30.120001,76.769997,128.490005
81.269997,41.560001,118.230003,24.280001,130.479996,73.68,35.5,84.910004,48.59,562.815369,324.339996,125.540001,105.080002,54.5,79.93,29.76,76.910004,128
81.059998,42.119999,120.209999,24.360001,129.130005,74.5,35.630001,85.519997,49.849998,568.782532,334.709991,127.18,105.839996,55.34,79.900002,30.040001,76.870003,128.300003
81.360001,41.990002,121.57,24.48,128.800003,74.790001,35.799999,85.129997,50.439999,579.414063,347.029999,128.910004,105.379997,53.889999,79.440002,30.190001,77.129997,129
81.510002,42.41,122.690002,24.32,129.070007,74.989998,35.959999,85.629997,50.57,582.536926,353.720001,130.309998,105.230003,54.52,79.389999,30.200001,76.559998,128.679993
80.900002,42.259998,123.440002,24.299999,129.889999,74.5,36.150002,85.220001,50.889999,584.784546,355.619995,129.559998,103.529999,53.25,79.720001,30.51,76.900002,128.660004
80.989998,41.93,122.419998,23.99,130.639999,74.410004,36.099998,86.019997,50.790001,576.36084,353.440002,127.209999,101.900002,53.209999,79.110001,30.799999,76.580002,127.919998
80.550003,42.139999,123,24.049999,130.639999,74.269997,36.98,84.900002,50.619999,589.757202,354.399994,126.379997,100.669998,53,78.550003,30.530001,76.620003,126.910004
80.330002,42.119999,123.739998,24.165001,130.110001,74.629997,37.549999,84.879997,50.82,588.514038,358.100006,127.300003,101.440002,54.139999,79.410004,30.43,76.760002,127.919998
80.290001,41.099998,125.519997,24.030001,131.550003,75.440002,37.75,84.93,50.98,587.489685,355.25,128.990005,101.910004,53.82,80.089996,30.549999,76.839996,129
80.330002,40.98,124.959999,24.129999,132.699997,75.459999,37.75,86.120003,50.98,589.985962,359.049988,127.790001,102.800003,54.48,81.889999,30.690001,76.629997,128.240005
80.120003,40.970001,127.010002,23.9,134.029999,76.5,37.889999,86.68,50.959999,593.188354,359.980011,125.919998,102.339996,54.220001,77.599998,30.370001,76.68,128.389999
80.019997,40.919998,127.410004,23.855,134.580002,73.25,37.84,86.160004,51.07,587.171387,317.299988,124.480003,102.269997,54.400002,76,30.32,76.190002,128.020004
79.410004,40.990002,127.970001,23.92,133.559998,73.290001,37.950001,86,51.259998,584.854187,324.25,123.440002,101.889999,53.419998,76.099998,29.790001,75.43,127.550003
79.089996,40.75,127.559998,23.725,132.899994,75.190002,37.389999,85.010002,53.189999,585.530457,321.980011,123.309998,102.449997,53.549999,75.650002,30.33,75.209999,128.259995
78.699997,40.450001,127.080002,23.530001,132.970001,74.739998,37.32,85.25,51.939999,583.342468,321.450012,123.199997,102.269997,53.279999,75.68,29.51,75.879997,127.510002
77.760002,39.529999,124.910004,23.155001,131.729996,74.300003,37.119999,84.220001,51.259998,577.424988,320.01001,121.470001,101.769997,53.130001,75.389999,29.26,73.989998,127.239998
79.25,39.130001,122.910004,22.51,127.760002,74.239998,35.959999,81.910004,50.52,567.280762,313.690002,120.449997,99.760002,52.029999,73.669998,28.700001,73.32,125
79.459999,39.41,123.529999,22.504999,127.690002,73.650002,35.610001,80.760002,50.040001,565.928223,308.839996,120.800003,99.989998,52.580002,72.870003,28.950001,73.379997,128.059998
78.989998,39.34,123.120003,22.725,127.809998,72.610001,36.07,81.440002,50.150002,566.932678,313.299988,119.669998,99.830002,52.77,73.199997,28.58,73.309998,129.699997
79.400002,39.130001,122,22.615,124.900002,73.919998,35.540001,79.650002,49.400002,558.707947,310.829987,119.32,99.669998,51.48,72.419998,28.299999,73.190002,127.970001
81.019997,39.959999,121.800003,22.98,126.190002,76.160004,35.700001,80.830002,49.16,564.893921,315.209991,119,101.089996,51.59,73.279999,28.440001,74.339996,129.690002
80.050003,39.34,120.75,22.815001,126.07,76.690002,35.529999,79.690002,48.73,560.47821,311.940002,119.800003,100.209999,52.720001,72.720001,28.08,74.059998,128.800003
81.230003,39.52,123.260002,23.110001,128.160004,77.449997,42.41,81.730003,48.889999,566.873047,318.480011,121.150002,101.620003,53,74.199997,28.530001,74.290001,131.410004
81.5,39.560001,123.580002,23.299999,127.139999,77.580002,38.939999,80.519997,48.799999,561.432922,318.890015,120.510002,101,53.220001,74.860001,28.26,74.309998,132.240005
81.639999,39.700001,123.5,23.450001,127.639999,77.540001,38.73,81.190002,49,564.207703,327.600006,120.669998,101.150002,52.970001,74.580002,28.25,74.269997,133.339996
81.589996,39.93,125.379997,23.445,127.68,77.900002,39.150002,81.120003,49.02,573.029175,327.799988,122.199997,101.889999,53.619999,74.760002,28.26,73.889999,133.229996
82.230003,40.849998,125.510002,23.77,126.419998,78.169998,40.669998,80.260002,48.900002,574.700012,334,124.5,102.209999,54.34,75.129997,28.860001,74.650002,135.789993
81.989998,40.790001,125.620003,23.655001,126.269997,78.900002,41.16,80.949997,49.049999,572.959534,335.480011,123.580002,101.919998,54.389999,74.830002,28.75,74.150002,135.470001
82.349998,41.349998,127.07,23.705,126.720001,78.589996,40.950001,79.650002,49.029999,581.800964,334.869995,125.220001,102.730003,54.48,75.050003,28.969999,74.809998,135.850006
82.459999,41.150002,127.019997,23.719999,127.25,78.25,41.41,80.190002,48.82,582.676147,334.679993,125.889999,102.870003,54.82,74.550003,28.83,74.830002,135
82.800003,41.290001,128.559998,24.16,127.68,78.5,41.529999,80.57,48.860001,580.62738,336.480011,127.540001,103.330002,54.790001,76.610001,28.92,75.059998,135.240005
83.160004,41.290001,128.300003,25.200001,127.019997,79.849998,41.16,80.68,48.830002,580.398682,332.98999,127.330002,103.629997,54.869999,76.709999,28.860001,75.779999,136.410004
83.739998,41.32,128.309998,25.16,127.57,79.699997,40.860001,80.330002,48.68,581.522461,333.209991,128.080002,103.650002,55.380001,77.169998,28.93,75.93,136.429993
83.610001,41.41,128.039993,25.115,128.059998,79.669998,40.650002,80.730003,49.209999,578.081421,337,128.690002,103.470001,55.68,76.82,29.030001,75.830002,136.690002
83.43,41.529999,127.57,25.049999,128.410004,79.690002,40.130001,80.879997,49.290001,574.11322,342.089996,128.770004,103.599998,55.849998,77.150002,29.469999,75.510002,136.610001
83.019997,41.509998,126.309998,25.135,128.279999,79.620003,39.799999,80.889999,49.380001,566.445374,340,127.339996,102.900002,55.52,76.690002,29.43,75.470001,136.279999
83.089996,41.599998,126.900002,25.375,129,79.949997,39.82,80.870003,49.43,568.205688,341.76001,127.349998,103.099998,55.75,76.599998,29.459999,75.75,136.179993
83.209999,41.52,128.410004,25.375,129.199997,79.769997,40.310001,81.059998,49.82,568.722839,339.980011,125.620003,103.300003,55.43,75.919998,29.209999,75.419998,138.029999
83.260002,41.689999,129.100006,25.58,128.449997,79.589996,39.98,80.980003,49.939999,576.828308,342.540009,125.459999,103.82,55.16,75.470001,29.450001,75.949997,138.5
82.919998,41.799999,128.410004,25.549999,128.210007,79.940002,39.57,81.139999,49.93,576.828308,343.690002,126.379997,103.989998,55.360001,75.220001,29.530001,76.160004,137.970001
83.440002,41.860001,127.300003,25.41,127.150002,80.169998,39.110001,79.779999,49.73,580.786499,346.299988,125.43,103.919998,55.490002,75,29.299999,76.519997,137.710007
83.57,41.669998,127.529999,25.424999,126.68,80.709999,39.259998,79.940002,49.869999,583.392212,344.540009,125.900002,104.419998,55.779999,75.489998,29.58,77.129997,138.169998
83.050003,41.77,127.910004,25.424999,124.489998,80.330002,38.66,79.470001,49.419998,585.679626,341.609985,127.809998,104.400002,55.529999,75.900002,29.42,76.559998,138.339996
83.199997,41.900002,128.360001,25.174999,124.459999,79.449997,38.330002,78.760002,49.029999,578.320068,334.299988,128.470001,104.190002,56.900002,75.800003,29.25,76.790001,137.270004
83.610001,41.68,129.600006,25.17,123.279999,79.830002,38.23,78.230003,48.650002,577.18634,329.940002,127.82,104.779999,57,75.580002,29.389999,76.349998,137.169998
83.209999,41.900002,129.75,25.200001,123.540001,80.25,38.299999,79.209999,49,577.822815,329.559998,127.489998,104.540001,57.849998,75.800003,29.469999,75.970001,137.919998
83.18,41.450001,129.770004,25.07,122.349998,78.849998,37.700001,78.239998,48.490002,569.806885,330.910004,126.919998,104.589996,57.75,75.5,29.440001,75.779999,137.729996
83.580002,41.290001,130.320007,25.045,124.059998,78.199997,37.66,79.5,48.540001,569.627869,321.070007,126.199997,104.489998,57.630001,75.080002,29.950001,75.639999,138
84.019997,41.77,132.970001,25.360001,125.129997,79.139999,38.27,81,49.049999,576.838257,327.76001,128.25,105.879997,58.889999,75.660004,30.190001,76.360001,139.139999
84.18,41.75,132.699997,25.424999,124.849998,80.099998,38.189999,80.839996,49.48,583.790039,325.440002,128,106.18,59.599998,75.910004,30.41,76.309998,140.25
84.519997,41.98,133.330002,25.6,124.940002,80.489998,38.220001,80.459999,50.040001,588.265381,327.600006,129.270004,107.889999,59.84,77,30.76,76.449997,142.149994
84.639999,41.849998,132.990005,25.235001,124.599998,79.419998,37.849998,80.330002,50.110001,590.572693,328.48999,129.369995,108,59.23,75.489998,30.26,76.790001,140.559998
84.650002,42,131.449997,25.139999,123.529999,78.589996,37.720001,79.540001,50.09,583.640808,322.459991,128.279999,107.769997,56.799999,76.230003,29.83,76,139.179993
84.330002,41.849998,128.639999,24.98,123.07,79.339996,38.150002,78.849998,49.98,578.280273,324.170013,127.459999,107.699997,57.66,75.650002,30.110001,75.730003,138.779999
85.019997,42.060001,130.639999,25.275,122.199997,79.370003,38.459999,78.699997,50.099998,584.336975,327.98999,128.309998,108.529999,58.470001,76.029999,30.33,76.93,139.889999
84.540001,42,130.350006,25.01,120.550003,79.25,37.799999,77.599998,49.57,572.909851,320.600006,127.190002,107.410004,58.540001,74.589996,29.969999,76.25,137
84.110001,41.900002,131.240005,24.905001,120.720001,79.32,38.18,77.5,49.619999,568.623413,320.5,127.209999,106.379997,58.139999,74.629997,29.67,76.059998,137.759995
84.339996,42.099998,132.169998,25.325001,120.510002,79.870003,38.529999,77.32,49.669998,573.775085,321.359985,128.570007,106.5,58.259998,74.720001,29.77,76.040001,138.479996
84.019997,42.549999,130.610001,25.780001,118.800003,80.769997,38.349998,76.269997,49.73,572.860107,322.040009,127.370003,105.980003,57.93,74.639999,29.370001,76.510002,138.369995
83.099998,42.599998,128.220001,25.555,117.389999,80.050003,38.5,74.57,49.700001,564.207703,316.920013,124.400002,104.059998,57.540001,74.139999,29.16,76.209999,136.610001
83.440002,42.860001,127.68,25.875,118.160004,80.730003,39.48,74.949997,49.700001,569.916321,320.359985,124.660004,104.230003,57.419998,73.879997,29.290001,76.57,138.410004
83.57,43.029999,129.080002,25.99,117.910004,81.480003,38.990002,75.260002,49.950001,575.634827,323.5,127.089996,105.68,58.59,75,29.35,77.050003,140.25
83.379997,43.48,127.120003,25.594999,117.470001,81.099998,38.560001,74.620003,49.990002,571.258911,319.429993,125.519997,104.459999,57.599998,74.230003,29.030001,77.029999,138.660004
83.339996,43.580002,124.550003,25.365,115.830002,81,38.220001,73.68,49.150002,562.477173,316.579987,123.470001,102.43,56.540001,73.440002,28.809999,77.410004,136.75
84.209999,44.439999,126.099998,25.719999,117.019997,81.580002,38.200001,73.449997,49.779999,568.056519,321.48999,124.720001,104.629997,58.52,75.220001,29.4,78.110001,140.289993
83.949997,43.880001,123.800003,25.875,114.699997,80.550003,36.639999,71.400002,49,554.670105,314.019989,122.870003,102.349998,55.990002,73.519997,29.110001,77.93,136.899994
84.309998,44.279999,124.199997,25.83,113.550003,79.370003,36.490002,70.120003,49.049999,542.009766,309.869995,122.050003,101.459999,54.880001,71.18,29.16,78.029999,136.600006
83.910004,44.040001,122.010002,25.77,112.599998,79.760002,35.509998,68.269997,48.48,535.953064,308,121.839996,100.529999,53.59,71.75,28.639999,77.830002,137
82.589996,42.700001,122.269997,25.635,108.57,80.18,33.939999,63.790001,47.740002,528.106201,304.350006,121.059998,96.050003,52.330002,71.099998,28.190001,77.580002,136.589996
81.650002,42.650002,119.309998,25.08,107.959999,78.760002,34.700001,64.959999,47.41,516.161865,293.829987,118.910004,96.970001,55.799999,69.839996,27.870001,73.230003,133.029999
82.949997,42.689999,122.510002,25.110001,111.779999,79.790001,37.32,67.93,47.799999,524.36676,307.149994,122.050003,97.540001,53.779999,72.050003,27.809999,74.18,136.059998
83.25,42.75,124.099998,25.110001,111.529999,80.580002,36.950001,68.18,48.060001,506.664093,302.950012,123.389999,98.830002,52.560001,72.050003,27.870001,74.139999,137.070007
84.470001,40.799999,124.5,25.77,113.18,83.110001,37.98,70.07,48.09,522.317993,309.899994,125.209999,99.830002,55.299999,73.93,28.120001,75.18,138.070007
84.059998,40.189999,127,26.264999,115.199997,84.529999,38.34,71,48.689999,526.99231,315.429993,127.989998,101.099998,56.959999,75.010002,28.25,76.470001,139.339996
84.260002,40.939999,127.099998,26.385,116,83.949997,38.68,70.790001,48.580002,536.370728,313.399994,121.269997,102.260002,58.099998,75,28.65,76.370003,139.199997
85.099998,40.98,129.169998,26.27,116.190002,84.309998,38.720001,69.989998,48.220001,541.383179,284.399994,122.199997,102.949997,59.34,75.419998,28.799999,76.129997,138.649994
84.959999,40.700001,130.839996,26.23,114.379997,84.82,38.91,69.019997,48.779999,534.093262,285.700012,122.129997,103.07,60.349998,75.860001,29.09,76.330002,139.190002
86.199997,40.759998,132.100006,26.424999,116.169998,84.910004,39.189999,69.080002,49.700001,540.03064,289.76001,122.5,104.550003,60.759998,76.190002,29.17,76.629997,140
86.669998,40.650002,134.410004,26.450001,118,83.540001,38.889999,71.910004,50.049999,546.992371,299.109985,124.480003,105,60.990002,76.5,29.15,76.550003,140.529999
86.160004,41,134.649994,26.495001,116.18,82.089996,38.16,69.370003,49.630001,545.948059,293.980011,122.519997,105.169998,60,76.650002,29.389999,76.169998,139.410004
87.080002,41.830002,138.800003,26.924999,118.349998,81.489998,38.830002,71.589996,50.419998,556.291199,305.149994,125.029999,107.940002,63.060001,78.529999,30.01,76.889999,140.899994
86.660004,41.790001,137.789993,26.934999,119.830002,78.709999,38.720001,72.260002,50.490002,552.46228,306.23999,125.349998,107.830002,63.66,78.309998,29.9,76.349998,140.880005
87.489998,41.77,137.910004,27.045,115.989998,78.949997,38.279999,69.199997,50.41,549.975952,303.98999,125.940002,107.889999,63.209999,77.489998,30.139999,76.489998,141.059998
88.739998,42.299999,139.259995,27.395,117.269997,79.150002,37.610001,69.949997,50.689999,553.755127,303.01001,126.010002,109.050003,63.490002,77.459999,30.370001,77.870003,143.210007
89.080002,42.43,137.889999,26.969999,116.900002,79.43,38.099998,69.720001,50.369999,542.516968,296.690002,124.480003,108.93,62.75,71.029999,30.08,78.150002,143.25
88.739998,42.450001,138.130005,27.190001,118.75,79.800003,38.5,71.440002,50.330002,543.223083,297.820007,124.93,109,62.310001,70.699997,30.129999,77.839996,143.759995
88.919998,42.25,135.75,27.219999,119.580002,79.209999,38.880001,72.82,50.720001,538.499023,300,124.870003,108.07,61.990002,68.910004,29.959999,78.599998,143.949997
89.379997,42.380001,135.880005,27.254999,117.949997,80.089996,38.580002,71.519997,50.939999,545.490601,305.940002,124.580002,108.879997,63.689999,69.709999,30.18,79.400002,145.460007
89.599998,42.509998,136.169998,27.24,117.860001,79.209999,38.41,71.360001,50.349998,547.380188,310.75,124.510002,108.669998,63.560001,69.620003,30.23,78.830002,144.919998
88.940002,42.650002,136.139999,27.395,117.089996,80.57,38.439999,70.779999,50.66,546.793457,312,125.739998,109.050003,64.25,70.209999,30.52,80.959999,145.699997
88.699997,42.700001,136.300003,27.645,115.699997,80.169998,38.419998,70.57,51.259998,543.690491,317.119995,128.529999,108.919998,63.98,71.010002,30.379999,82.580002,146.350006
88,42.75,136.070007,27.290001,115.959999,80.050003,39.34,71.029999,51.41,540.607422,326.440002,128.699997,108,64.080002,70.620003,29.91,82.580002,145.529999
88.019997,42.950001,136.199997,27.555,115.970001,80.190002,40.200001,71.529999,51.419998,534.560669,323.98999,128.550003,108.129997,64.779999,70.239998,30.49,83.5,145.740005
88.239998,43.669998,137.330002,27.59,115.970001,80.419998,40.290001,72.360001,51,532.074341,327.25,130.589996,108.449997,65.879997,71.589996,30.42,83.959999,145.860001
88.330002,43.959999,136.809998,27.555,116.160004,80.970001,40.66,72.129997,50.41,528.344849,324,130.940002,108.550003,65.040001,70.110001,30.33,84.809998,145.139999
89.260002,44.580002,140,27.635,118.790001,81.760002,40.080002,74.470001,50.529999,538.648193,335.420013,132.720001,108.730003,66.410004,71.099998,30.75,85.339996,147.009995
88.879997,44.509998,138.970001,27.245001,118.129997,81.910004,40.080002,73.559998,49.549999,534.7099,334.779999,133.449997,107.919998,67.400002,71.699997,30.530001,84.849998,147.110001
88.360001,44.27,140.529999,26.58,117.800003,82.169998,41.5,73.900002,49.34,536.05249,335.269989,134.740005,106.980003,67.639999,71.730003,30.209999,85.5,147.5
88.830002,43.990002,140.860001,25.66,116.07,82.559998,40.860001,71.75,49.369999,537.922241,333.779999,134.949997,106.769997,68.339996,71.660004,30.65,84.900002,148.110001
89.089996,44.150002,141.5,26.415001,111.589996,82.459999,41.380001,67.699997,50.200001,537.663635,336.029999,135.509995,107.610001,69,72.510002,31.129999,86.18,148.550003
90.169998,44.18,140.720001,26.52,109.379997,82.809998,41.150002,65.93,50.68,535.953064,338.119995,134.309998,107.889999,69.080002,72.459999,30.879999,86.720001,148.610001
90.440002,44.369999,139.029999,26.355,111.269997,80.709999,40.82,67.330002,49.799999,530.592529,327.5,132.5,107.970001,68.879997,71.809998,31.440001,86.269997,149.279999
90.839996,44.419998,140.559998,26.285,114.739998,80.120003,41.669998,69.660004,49.02,528.533813,325.730011,132.649994,108.540001,69.169998,73.629997,31.5,85.949997,150.149994
90.5,43.619999,140.580002,26.370001,113.080002,79.980003,41.560001,70.160004,48.73,528.255371,315.529999,131.970001,108.089996,68.349998,74.239998,31.559999,84.129997,149.960007
90.32,43.5,143.25,26.25,111.790001,79.93,41.91,69.370003,48.68,528.096252,316.799988,131.720001,107.529999,69.519997,73.010002,31.65,84.809998,150.380005
90.339996,43.509998,147.690002,26.395,109.889999,79.540001,40.98,66.980003,48.77,524.247375,311.570007,132.020004,108.419998,69.809998,73.220001,31.780001,84.150002,150.880005
90.470001,42.150002,145.149994,26.25,106.169998,78.610001,39.549999,64.349998,47.5,519.284668,302.98999,128.559998,108.220001,68.209999,71.959999,31.549999,83.650002,151.449997
90.949997,42.040001,147.210007,25.985001,106.220001,78.209999,40.220001,63.91,46.950001,530.164856,312,128.809998,107.610001,69.440002,72.82,32,83.93,150.360001
90,41.619999,144.880005,25.75,104.970001,77.489998,39.52,63.299999,46.419998,524.913757,307.890015,125.220001,105.849998,66.480003,71.730003,31.860001,83.199997,149.789993
90.010002,41.389999,144.679993,25.76,103.760002,76.57,39.290001,62.689999,46.009998,520.647217,303.98999,122.239998,106.650002,66.529999,71.629997,31.34,83.519997,149.309998
